1986	Cacnb2	117.712377988652	-0.0767694455046984	-1.05465376128261	0.149515548465275	-0.513454595811004	0.607633363675206	0.99984980203113	275	99	93	82	142	95	144	89	ENSMUSG00000057914	calcium channel, voltage-dependent, beta 2 subunit	2	14603088	14987908	1
1987	Cacnb3	1885.91743700793	0.0855574086360574	1.06109763446555	0.0978970434728411	0.873952936686929	0.382143884278505	0.99984980203113	1974	1640	2042	1917	1974	1565	1924	1948	ENSMUSG00000003352	calcium channel, voltage-dependent, beta 3 subunit	15	98632220	98644530	1
1988	Cacng7	1058.79833688933	-0.203692243778419	-1.15164194747273	0.0794992984050702	-2.56218919996693	0.0104014637788846	0.711751482235393	1465	1173	1060	1132	971	894	913	986	ENSMUSG00000069806	calcium channel, voltage-dependent, gamma subunit 7	7	3332955	3368216	1
1989	Cacng8	17.9709773029169	0.106010879362293	1.07624824074043	0.148031928702143	0.716135230363707	0.473907851809673	NA	13	17	19	18	18	23	15	13	ENSMUSG00000053395	calcium channel, voltage-dependent, gamma subunit 8	7	3390683	3415648	1
1990	Cactin	1142.73447263957	0.00911527885475278	1.00633823195614	0.0893020905515328	0.102072401647671	0.918699206869925	0.99984980203113	1203	1162	1281	1092	1221	1118	1115	1047	ENSMUSG00000034889	cactin, spliceosome C complex subunit	10	81321103	81326251	1
1991	Cacul1	2185.76587869357	0.119006966223338	1.08598710012656	0.111256895646634	1.06965923803339	0.284772720407644	0.99984980203113	2218	2248	1952	2188	2245	2660	2024	2010	ENSMUSG00000033417	CDK2 associated, cullin domain 1	19	60524696	60581023	-1
1992	Cacybp	1713.90621341319	0.0399603157560796	1.02808554669559	0.121329897602115	0.329352587827313	0.741889199858175	0.99984980203113	1776	1827	1690	1700	1734	2131	1704	1315	ENSMUSG00000014226	calcyclin binding protein	1	160202367	160212875	-1
1993	Cad	2667.25087678603	0.0961087389732397	1.06888655241265	0.11795975712232	0.814758705153814	0.415210442681035	0.99984980203113	3180	2480	2408	2625	2949	3423	2324	2262	ENSMUSG00000013629	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	5	31054780	31078479	1
1994	Cadm1	612.629698260203	-0.376744476392052	-1.29840861411333	0.149749337493167	-2.51583401101353	0.0118751095764772	0.774845353647444	1256	665	859	545	585	296	738	406	ENSMUSG00000032076	cell adhesion molecule 1	9	47530173	47857637	1
1995	Cadm2	83.4434243015927	-0.26744374238897	-1.2036731934081	0.150086666260367	-1.78192872859882	0.074760854959166	0.99984980203113	163	123	78	63	91	63	72	73	ENSMUSG00000064115	cell adhesion molecule 2	16	66655421	67620908	-1
1996	Cadm3	167.531468738845	-0.144607750762687	-1.10543006100039	0.149252271254002	-0.968881408287512	0.332604362583397	0.99984980203113	267	132	235	165	216	65	185	179	ENSMUSG00000005338	cell adhesion molecule 3	1	173333258	173367695	-1
1997	Cadm4	359.542448437293	-0.733242711482237	-1.66237136834439	0.149949930368079	-4.8899169855055	1.00878511610152e-06	0.000389391054815187	794	489	698	339	238	157	324	172	ENSMUSG00000054793	cell adhesion molecule 4	7	24482023	24504539	1
1998	Cadps	39.5106331094771	-0.12589113738312	-1.09118153577282	0.119184331111333	-1.05627255033652	0.29084371307796	0.99984980203113	18	115	44	20	30	58	24	17	ENSMUSG00000054423	Ca2+-dependent secretion activator	14	12372563	12823079	-1
1999	Cage1	54.9356649984171	-0.0525328712322386	-1.0370840857892	0.13696170185573	-0.383558838131077	0.701305453059421	0.99984980203113	82	52	55	50	62	50	47	54	ENSMUSG00000044566	cancer antigen 1	13	38006052	38037069	-1
2000	Calca	14.4170350879099	-0.0817589101532624	-1.05830752553545	0.103374183274575	-0.790902598341213	0.42900083203377	NA	57	12	5	7	23	3	18	8	ENSMUSG00000030669	calcitonin/calcitonin-related polypeptide, alpha	7	114631480	114636357	-1
2001	Calcoco1	1970.50203469279	-0.0451780121092799	-1.03181048508976	0.100933508554944	-0.447601720737635	0.654440661074097	0.99984980203113	2572	1847	2008	2029	1922	1424	2193	1934	ENSMUSG00000023055	calcium binding and coiled coil domain 1	15	102706779	102722178	-1
2002	Calcrl	196.37690812413	0.218401850052983	1.16344406356095	0.116308551784107	1.87777980812952	0.0604112936215122	0.99984980203113	204	167	171	196	181	234	231	181	ENSMUSG00000059588	calcitonin receptor-like	2	84330626	84425411	-1
2003	Cald1	47308.3965997219	0.152522595763037	1.11151128489751	0.138106810940263	1.10438141844438	0.269427717781523	0.99984980203113	36555	52101	39809	50080	46744	59989	42217	49112	ENSMUSG00000029761	caldesmon 1	6	34598500	34775473	1
2004	Calhm2	501.859252855003	0.0249459721575894	1.01744158896822	0.106377215105605	0.234504843286455	0.814593073611204	0.99984980203113	651	455	534	450	637	426	463	485	ENSMUSG00000033033	calcium homeostasis modulator 2	19	47105353	47138294	-1
2005	Calm1	10259.8745706059	0.09365099213322	1.06706716852012	0.1288531829229	0.726803870954874	0.46734611142978	0.99984980203113	9817	10948	9704	10088	10021	13666	9633	8582	ENSMUSG00000001175	calmodulin 1	12	100199435	100209806	1
2006	Calm2	10590.3636462316	-0.00478079357336801	-1.00331929027013	0.108422227752824	-0.0440942200917237	0.964829300004077	0.99984980203113	10582	11985	10101	11363	9913	11352	10307	9306	ENSMUSG00000036438	calmodulin 2	17	87433412	87446935	-1
2007	Calm3	8896.38630181023	0.0721475971441406	1.05128045645682	0.0525885314723346	1.37192644715883	0.170086336307935	0.99984980203113	9973	8341	8786	9044	9204	8799	9104	8246	ENSMUSG00000019370	calmodulin 3	7	16915379	16924114	-1
2008	Calml4	39.5114803214081	-0.213156086420001	-1.15922136227858	0.145133561099523	-1.46868914953332	0.141917121818165	0.99984980203113	110	38	27	37	46	32	26	21	ENSMUSG00000032246	calmodulin-like 4	9	62858104	62875918	1
2009	Calr	37300.9916928803	0.0635985446824854	1.04506925080538	0.120465285828324	0.527940844079514	0.597540394899467	0.99984980203113	34657	41169	37392	36491	35363	44440	36141	33972	ENSMUSG00000003814	calreticulin	8	84841850	84846934	-1
2010	Calr3	46.5729405672533	0.0753517973431838	1.05361792655766	0.142653066506995	0.528217157809846	0.59734862200057	0.99984980203113	49	47	39	51	43	37	56	44	ENSMUSG00000019732	calreticulin 3	8	72424176	72443870	-1
2011	Calu	41273.3835272653	0.102342364954247	1.07351501126679	0.0908524100183295	1.12646835602489	0.2599673274387	0.99984980203113	41562	43500	36464	42678	41423	40160	43524	40886	ENSMUSG00000029767	calumenin	6	29348069	29377110	1
2012	Camk1	1712.85715280209	0.0206193789101458	1.01439488708757	0.0969062737120039	0.212776511987496	0.831501284953419	0.99984980203113	1828	1903	1711	1625	1547	1620	1816	1624	ENSMUSG00000030272	calcium/calmodulin-dependent protein kinase I	6	113334124	113343984	-1
2013	Camk1d	130.4008767424	0.0381848950364667	1.02682113414332	0.14443826012471	0.264368284438607	0.791496147749093	0.99984980203113	235	125	97	83	223	172	136	72	ENSMUSG00000039145	calcium/calmodulin-dependent protein kinase ID	2	5293457	5714515	-1
2014	Camk2a	110.641764115103	0.103564305028394	1.07442464681476	0.143408014427913	0.722165392509866	0.470192797745927	0.99984980203113	103	118	105	105	135	140	93	115	ENSMUSG00000024617	calcium/calmodulin-dependent protein kinase II alpha	18	60925618	60988152	1
2015	Camk2d	3265.69160207143	0.0489444463635702	1.03450774512102	0.0812519955751272	0.602378391042904	0.546922290613321	0.99984980203113	3615	3300	3076	3369	3284	3407	3011	3085	ENSMUSG00000053819	calcium/calmodulin-dependent protein kinase II, delta	3	126596302	126846326	1
2016	Camk2g	1971.25693566834	0.0635056643044241	1.04500197165083	0.111117765530157	0.571516750732259	0.56764940895291	0.99984980203113	1986	2143	1818	2008	2133	2194	1705	1920	ENSMUSG00000021820	calcium/calmodulin-dependent protein kinase II gamma	14	20734875	20794088	-1
2017	Camk2n1	338.575323023245	-0.0517147778641492	-1.03649616451775	0.147626644985336	-0.350307885607549	0.726107647897218	0.99984980203113	443	273	374	383	273	169	413	333	ENSMUSG00000046447	calcium/calmodulin-dependent protein kinase II inhibitor 1	4	138454314	138460123	1
2018	Camk2n2	74.2372768101474	-0.318674393834935	-1.24718405944149	0.13335828233873	-2.38961081566349	0.0168662348216676	0.900970422871426	106	99	76	83	65	46	65	64	ENSMUSG00000051146	calcium/calmodulin-dependent protein kinase II inhibitor 2	16	20619215	20621287	-1
2019	Camk4	153.525874081606	0.222205537768877	1.16651554900032	0.146954169208263	1.51207372316173	0.130515108712097	0.99984980203113	184	141	107	126	216	90	147	197	ENSMUSG00000038128	calcium/calmodulin-dependent protein kinase IV	18	32939041	33195767	1
2020	Camkk1	227.998387704165	0.0142891911744973	1.00995372459927	0.117829269538188	0.121270302620914	0.903476941460343	0.99984980203113	330	216	207	206	253	256	207	198	ENSMUSG00000020785	calcium/calmodulin-dependent protein kinase kinase 1, alpha	11	73019008	73042073	1
2021	Camkk2	643.590229049837	-0.16014744091211	-1.11740132870024	0.134547554416476	-1.1902664571397	0.233941680069542	0.99984980203113	1188	614	574	620	623	475	719	472	ENSMUSG00000029471	calcium/calmodulin-dependent protein kinase kinase 2, beta	5	122731170	122779409	-1
2022	Camkmt	48.1994489506163	-0.0853917385979431	-1.06097579167306	0.142376148591232	-0.599761543228046	0.548665166194083	0.99984980203113	59	53	45	55	49	44	60	36	ENSMUSG00000071037	calmodulin-lysine N-methyltransferase	17	85090726	85458139	1
2023	Caml	687.941479683407	-0.0337206837832595	-1.02364869543514	0.0849382469356522	-0.397002351706243	0.691365726409172	0.99984980203113	799	763	707	646	731	676	671	590	ENSMUSG00000021501	calcium modulating ligand	13	55623005	55632411	1
2024	Camsap1	1496.20845119884	-0.00778379571053527	-1.00540989697957	0.0848610086507185	-0.0917240536531069	0.926917285898235	0.99984980203113	1814	1575	1448	1453	1745	1427	1359	1409	ENSMUSG00000026933	calmodulin regulated spectrin-associated protein 1	2	25926838	25983282	-1
2025	Camsap2	1869.79398440539	0.0943121426825119	1.06755629040926	0.0752954508598865	1.25256096623968	0.210365527865551	0.99984980203113	2125	1754	1689	1959	1991	1878	1909	1882	ENSMUSG00000041570	calmodulin regulated spectrin-associated protein family, member 2	1	136268123	136346104	-1
2026	Camta1	143.504382906859	0.0572247163046779	1.04046231784422	0.105668003914315	0.541551975857146	0.588127182799712	0.99984980203113	173	130	138	146	141	137	166	130	ENSMUSG00000014592	calmodulin binding transcription activator 1	4	150917322	151861876	-1
2027	Camta2	795.01947577096	-0.0342839925240358	-1.02404846311317	0.0917776423913868	-0.373554949012869	0.708735456660484	0.99984980203113	1079	820	735	766	826	634	770	806	ENSMUSG00000040712	calmodulin binding transcription activator 2	11	70669463	70688105	-1
2028	Cand1	4342.08321540778	-0.0239377677859471	-1.01673081456049	0.0752779825921157	-0.31799162200787	0.750491292000574	0.99984980203113	5062	4388	4339	4547	4574	4409	3857	3998	ENSMUSG00000020114	cullin associated and neddylation disassociated 1	10	119199255	119240055	-1
2029	Cand2	798.545061894349	-0.0973416797442149	-1.06980042337414	0.104375443708681	-0.932610931129567	0.351020887383605	0.99984980203113	1170	701	798	858	756	629	741	808	ENSMUSG00000030319	cullin-associated and neddylation-dissociated 2 (putative)	6	115774538	115804893	1
2030	Cant1	1848.83802194727	-0.0826033634751645	-1.05892716647383	0.0659016012928921	-1.25343484611312	0.21004749659574	0.99984980203113	2290	1908	1966	1842	1907	1525	1847	1755	ENSMUSG00000025575	calcium activated nucleotidase 1	11	118406289	118419086	-1
2031	Canx	25874.1045894057	0.148696370130204	1.10856730976556	0.112677598650332	1.31966222134044	0.18694781867041	0.99984980203113	23450	25929	23154	27400	26699	30104	25073	24860	ENSMUSG00000020368	calnexin	11	50293961	50325673	-1
2032	Cap1	9796.32760917955	0.151294618708496	1.11056560365841	0.135291719537146	1.11828439483287	0.263445549616574	0.99984980203113	8674	9811	9073	9760	9501	13940	9007	8912	ENSMUSG00000028656	CAP, adenylate cyclase-associated protein 1 (yeast)	4	122859047	122886056	-1
2033	Cap2	277.558371819841	0.0414994658009417	1.02918295277004	0.142127697164111	0.291987182153689	0.770296424309168	0.99984980203113	385	265	237	259	344	372	207	231	ENSMUSG00000021373	CAP, adenylate cyclase-associated protein, 2 (yeast)	13	46501848	46649642	1
2034	Capg	2897.40306620079	0.00576635141435859	1.00400492860336	0.149961295616507	0.0384522645703513	0.969327090665531	0.99984980203113	2148	4025	3094	2538	2818	4310	2471	1953	ENSMUSG00000056737	capping protein (actin filament), gelsolin-like	6	72544391	72562983	1
2035	Capn1	2019.02438607077	0.0388774224420809	1.02731415065475	0.0554954674842285	0.700551309944899	0.483583073492542	0.99984980203113	2510	1915	1857	2072	2075	1882	2050	1851	ENSMUSG00000024942	calpain 1	19	5988546	6015825	-1
2036	Capn10	423.175710187489	-0.0223291024973476	-1.01559774901862	0.0769062993095469	-0.290341658587331	0.771554871780044	0.99984980203113	540	403	436	416	475	395	407	375	ENSMUSG00000026270	calpain 10	1	92934376	92947941	1
2037	Capn15	456.542553667705	-0.0382702306391664	-1.02688187254569	0.132870428013111	-0.288026697975189	0.773326302207746	0.99984980203113	770	344	467	412	467	372	446	495	ENSMUSG00000037326	calpain 15	17	25959556	25985680	-1
2038	Capn2	11909.7171148818	0.0959051642059632	1.06873573538385	0.136141228551068	0.704453494556119	0.481150401918922	0.99984980203113	11189	13039	11099	11501	11982	16577	10248	10817	ENSMUSG00000026509	calpain 2	1	182467260	182517608	-1
2039	Capn5	590.368217217801	-0.0586210088341011	-1.04146980243279	0.136731798547753	-0.428729889145924	0.668119806468078	0.99984980203113	928	494	557	614	649	341	635	590	ENSMUSG00000035547	calpain 5	7	98121559	98178274	-1
2040	Capn6	5055.90878436893	-0.113393599698984	-1.08176985440755	0.121050428801164	-0.936746782493793	0.348888825623417	0.99984980203113	18180	2593	3107	3987	6284	1824	5532	3226	ENSMUSG00000067276	calpain 6	X	143802231	143827414	-1
2041	Capn7	1441.91866232523	-0.0516120175189914	-1.03642233955307	0.0632199505524803	-0.816388134883895	0.414278180595945	0.99984980203113	1891	1422	1350	1529	1466	1310	1447	1351	ENSMUSG00000021893	calpain 7	14	31336638	31371986	1
2042	Capns1	10243.2557101497	0.0162494800698406	1.01132695086698	0.0824642402354307	0.197048805924232	0.843789344828523	0.99984980203113	10934	10579	10416	10445	10412	10619	10452	8800	ENSMUSG00000001794	calpain, small subunit 1	7	30186942	30195164	-1
2043	Capns2	7.75960627162926	0.0527719754760371	1.03725598057561	0.12147907872687	0.43441204879968	0.663989249804746	NA	12	4	3	11	12	4	8	12	ENSMUSG00000078144	calpain, small subunit 2	8	92901407	92902407	1
2044	Caprin1	12621.0149233392	0.113034536589446	1.08150065315254	0.0777526454645603	1.45377094134973	0.146009822410307	0.99984980203113	14869	11347	11085	13223	13877	13590	12433	11508	ENSMUSG00000027184	cell cycle associated protein 1	2	103762941	103797649	-1
2045	Caprin2	207.017822373697	-0.0575646479166494	-1.04070750320521	0.122920280692559	-0.468308789992327	0.639563783420472	0.99984980203113	324	177	191	213	213	153	226	199	ENSMUSG00000030309	caprin family member 2	6	148842492	148896237	-1
2046	Capza1	3680.44991072407	0.106790994136322	1.07683036251236	0.0890725595304587	1.19892135916229	0.230558525611814	0.99984980203113	4008	3595	3274	3806	3862	4105	3468	3420	ENSMUSG00000070372	capping protein (actin filament) muscle Z-line, alpha 1	3	104822779	104864505	-1
2047	Capza2	5110.59320190424	0.0627625229830806	1.04446382315329	0.0772064969624481	0.812917635851387	0.416265282432694	0.99984980203113	5387	5243	4877	5235	5316	5219	5148	4750	ENSMUSG00000015733	capping protein (actin filament) muscle Z-line, alpha 2	6	17636234	17666972	1
2048	Capzb	8957.99934996105	0.0925197500390226	1.06623079067905	0.133507057898972	0.692995198119295	0.488312564979622	0.99984980203113	7690	10029	8726	8741	8796	11630	8093	7854	ENSMUSG00000028745	capping protein (actin filament) muscle Z-line, beta	4	139192899	139291818	1
2049	Car11	154.939575802009	0.0649474463098983	1.04604683428798	0.150004756794342	0.432969245094952	0.665037112986995	0.99984980203113	207	130	154	133	129	72	181	205	ENSMUSG00000003273	carbonic anhydrase 11	7	45699843	45704682	1
2050	Car12	214.315797680886	0.129193359829913	1.09368203038771	0.14732519032158	0.876926475017013	0.380526575010541	0.99984980203113	165	296	168	145	320	325	101	180	ENSMUSG00000032373	carbonic anyhydrase 12	9	66713686	66766845	1
2051	Car13	421.069786837489	0.0871705789981686	1.06228477974715	0.0884213908284805	0.985853967930246	0.32420477831716	0.99984980203113	445	404	399	445	485	387	417	376	ENSMUSG00000027555	carbonic anhydrase 13	3	14641727	14663002	1
2052	Car2	20.6651465758912	0.0137500923739587	1.00957640083204	0.14190221116515	0.0968983658609516	0.922807106555762	NA	35	23	17	12	36	25	15	12	ENSMUSG00000027562	carbonic anhydrase 2	3	14886273	14900770	1
2053	Car5b	337.318197031027	0.0743051334392577	1.05285381225267	0.15012820914745	0.494944513500978	0.620639288098622	0.99984980203113	259	438	310	301	406	527	245	255	ENSMUSG00000031373	carbonic anhydrase 5b, mitochondrial	X	163976822	164027997	-1
2054	Car6	44.1156874098092	-0.158311672573446	-1.11598038706929	0.142400651128793	-1.11173419024793	0.266252454761516	0.99984980203113	50	47	57	47	39	33	47	35	ENSMUSG00000028972	carbonic anhydrase 6	4	150187015	150201332	-1
2055	Car7	12.2663473082767	-0.0471803246165004	-1.03324352627106	0.141754573820459	-0.332831056839529	0.739261813533833	NA	14	10	15	15	8	6	16	15	ENSMUSG00000031883	carbonic anhydrase 7	8	104534700	104550343	1
2056	Car8	97.0272219871159	0.0753428230287883	1.0536113725259	0.125837292179511	0.598732074759756	0.549351564546488	0.99984980203113	69	145	86	47	152	225	44	44	ENSMUSG00000041261	carbonic anhydrase 8	4	8143362	8239041	-1
2057	Car9	78.0815747314905	-0.308996391385883	-1.23884559905467	0.136010344478363	-2.27185948665133	0.0230949985459905	0.99984980203113	116	96	87	84	53	81	74	57	ENSMUSG00000028463	carbonic anhydrase 9	4	43506966	43513729	1
2058	Card10	152.332639547255	0.035487244727088	1.02490290741281	0.144218869327643	0.246065198628527	0.805631762402682	0.99984980203113	250	128	138	122	218	154	152	119	ENSMUSG00000033170	caspase recruitment domain family, member 10	15	78775138	78803042	-1
2059	Card6	91.6020599469359	0.190054036387254	1.14080644416692	0.135646132845693	1.40110176678206	0.161183643361189	0.99984980203113	84	97	85	76	102	99	78	109	ENSMUSG00000041849	caspase recruitment domain family, member 6	15	5095981	5108539	-1
2060	Card9	15.8718852653191	0.025414286788736	1.01777191527633	0.0820770322233913	0.309639446021455	0.756835155923522	NA	12	5	12	29	1	0	37	19	ENSMUSG00000026928	caspase recruitment domain family, member 9	2	26352176	26360918	-1
2061	Carf	264.619807049269	0.10596874657322	1.07621681020473	0.130254464490511	0.813551742642499	0.415901792830353	0.99984980203113	378	204	222	260	302	191	265	297	ENSMUSG00000026017	calcium response factor	1	60098247	60153953	1
2062	Carhsp1	3464.98736231038	0.0244970286038198	1.01712502672409	0.133176566355701	0.183943987100485	0.854057396800391	0.99984980203113	2826	3934	3853	3460	3436	4040	3305	3144	ENSMUSG00000008393	calcium regulated heat stable protein 1	16	8658587	8672153	-1
2063	Carkd	1107.69422630201	0.0903291168169819	1.06461302108261	0.0952823894647352	0.948014814956057	0.343121912204739	0.99984980203113	1099	1061	1155	1112	1054	1070	1153	1051	ENSMUSG00000031505	carbohydrate kinase domain containing	8	11497506	11514960	1
2064	Carm1	2900.40427218156	0.0114758846875532	1.00798619802066	0.0649113803303926	0.176793108221425	0.859670902626842	0.99984980203113	3704	2551	2849	3046	3112	2717	2747	2704	ENSMUSG00000032185	coactivator-associated arginine methyltransferase 1	9	21546894	21589487	1
2065	Carns1	83.2642988575807	-0.381736782241104	-1.3029094136164	0.130772844054684	-2.91908297170226	0.00351062769029115	0.34936230874163	137	110	86	88	82	56	67	71	ENSMUSG00000075289	carnosine synthase 1	19	4164324	4175479	-1
2066	Cars	2908.44196074113	0.122510263000518	1.08862740734194	0.0730785551230455	1.67641879063211	0.0936561908434452	0.99984980203113	3158	2745	2866	2778	3280	3087	2952	2570	ENSMUSG00000010755	cysteinyl-tRNA synthetase	7	143557230	143600090	-1
2067	Cars2	361.261123916785	-0.191993713797426	-1.14234126935568	0.0914206151062833	-2.10011400135755	0.0357188139466666	0.99984980203113	515	371	406	356	378	277	357	301	ENSMUSG00000056228	cysteinyl-tRNA synthetase 2 (mitochondrial)(putative)	8	11514021	11550771	-1
2068	Casc3	1150.75952862998	-0.0626097111895823	-1.04435319829288	0.073984999388475	-0.846248722134007	0.397414007033025	0.99984980203113	1587	1137	1147	1107	1279	1037	1070	1021	ENSMUSG00000078676	cancer susceptibility candidate 3	11	98804905	98833814	1
2069	Casc4	1996.2282175498	-0.0507817944637717	-1.03582608451594	0.100186718273854	-0.506871522879541	0.612244967903411	0.99984980203113	2815	1789	1837	2188	2061	1516	2134	1908	ENSMUSG00000060227	cancer susceptibility candidate 4	2	121866970	121936220	1
2070	Casc5	218.898182518511	-0.133005308687415	-1.09657562365167	0.141334304288865	-0.941068832203493	0.346669586545625	0.99984980203113	318	186	248	244	318	149	189	154	ENSMUSG00000027326	cancer susceptibility candidate 5	2	119047119	119105501	1
2071	Casd1	741.057603145977	-0.0105136098325516	-1.00731409730893	0.0994285379566452	-0.10574036437241	0.915788353720625	0.99984980203113	1060	645	678	770	829	597	776	699	ENSMUSG00000015189	CAS1 domain containing 1	6	4600840	4643381	1
2072	Cask	3651.73973685716	0.0263027589811779	1.0183988950037	0.107473507663323	0.244737140836375	0.806659968138916	0.99984980203113	3928	3537	3743	3837	3699	2702	3924	3960	ENSMUSG00000031012	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	X	13517080	13851367	-1
2073	Caskin2	654.235068623183	-0.0881728865129956	-1.06302305494321	0.101891587217374	-0.865359829216209	0.386841322074992	0.99984980203113	984	638	619	640	743	506	639	578	ENSMUSG00000034471	CASK-interacting protein 2	11	115799183	115813639	-1
2074	Casp1	16.1212062912183	0.0164596362329022	1.01147428073666	0.119421634222904	0.137827926573001	0.890376412776206	NA	15	10	12	28	6	5	34	14	ENSMUSG00000025888	caspase 1	9	5298517	5307265	1
2075	Casp12	1415.15595133775	-0.164265389850364	-1.12059533348316	0.140068052467859	-1.17275415025891	0.240894409402082	0.99984980203113	1798	1411	1543	1726	1273	700	1573	1391	ENSMUSG00000025887	caspase 12	9	5345430	5373032	1
2076	Casp14	12.6166466298338	0.068224154487359	1.04842535886109	0.13374109350101	0.510121105648384	0.609966619765199	NA	9	14	12	12	20	22	7	8	ENSMUSG00000005355	caspase 14	10	78711997	78718293	-1
2077	Casp2	474.557851553374	-0.171654060257397	-1.12634911206172	0.139241550466723	-1.2327790065683	0.217658225824161	0.99984980203113	891	385	497	461	562	316	467	377	ENSMUSG00000029863	caspase 2	6	42264985	42282508	1
2078	Casp3	840.739976324922	0.0712482956695859	1.05062534679281	0.12154819173848	0.586173226031052	0.557759111975187	0.99984980203113	897	938	742	807	1045	943	692	709	ENSMUSG00000031628	caspase 3	8	46617449	46638706	1
2079	Casp4	231.732497684658	-0.148155697130766	-1.10815193430692	0.146386324852343	-1.01208700525959	0.311496455045825	0.99984980203113	198	270	304	270	198	141	206	214	ENSMUSG00000033538	caspase 4, apoptosis-related cysteine peptidase	9	5308828	5336783	1
2080	Casp6	572.63407611103	0.116828719878591	1.08434866479729	0.103807742892516	1.12543358157356	0.260405347463375	0.99984980203113	558	519	557	625	554	516	619	579	ENSMUSG00000027997	caspase 6	3	129901425	129914103	1
2081	Casp7	301.817100622705	-0.107604265700223	-1.07743756110501	0.136685777767268	-0.787238200330093	0.431142438980798	0.99984980203113	432	254	328	336	302	171	362	273	ENSMUSG00000025076	caspase 7	19	56397129	56442344	1
2082	Casp8	1155.48870453327	0.077435733889688	1.05514095076013	0.108607256388954	0.712988583491771	0.475852821681338	0.99984980203113	1041	1144	1195	1236	1174	1090	1186	1049	ENSMUSG00000026029	caspase 8	1	58795374	58847503	1
2083	Casp8ap2	591.243751101846	-0.146677530548492	-1.10701711770067	0.117109870792598	-1.2524779470405	0.210395759172742	0.99984980203113	983	528	549	635	643	449	574	489	ENSMUSG00000028282	caspase 8 associated protein 2	4	32615451	32653265	1
2084	Casp9	536.864883668339	-0.0361442658899507	-1.02536976717021	0.125190368016823	-0.288714431170086	0.77279991830343	0.99984980203113	884	439	492	520	569	433	623	446	ENSMUSG00000028914	caspase 9	4	141793612	141815976	1
2085	Casq1	8.32263630368896	0.118523551689723	1.08562327132861	0.113112084807588	1.04784163329091	0.294711577211431	NA	4	9	9	3	7	12	2	16	ENSMUSG00000007122	calsequestrin 1	1	172209894	172219868	-1
2086	Cass4	30.4201926161028	0.189574024592793	1.1404269395284	0.141001221017501	1.34448498548295	0.178791608451036	NA	23	20	25	31	32	11	61	27	ENSMUSG00000074570	Cas scaffolding protein family member 4	2	172393794	172433757	1
2087	Cast	5342.50561104511	0.14742596300486	1.10759155821896	0.127570766415457	1.15564064673517	0.247828174874819	0.99984980203113	5312	5580	4454	5257	5819	7160	4895	4750	ENSMUSG00000021585	calpastatin	13	74694286	74807921	-1
2088	Cat	2283.3450523509	0.0887856410681702	1.06347464765592	0.0640528785762349	1.3861303822981	0.165707094563227	0.99984980203113	2729	2083	2064	2370	2589	2258	2300	2077	ENSMUSG00000027187	catalase	2	103453849	103485160	-1
2089	Catip	66.9510617617305	-0.141980876094433	-1.10341911337299	0.145816654268446	-0.973694512514661	0.330208242763905	0.99984980203113	64	92	81	64	73	61	48	51	ENSMUSG00000073650	ciliogenesis associated TTC17 interacting protein	1	74362108	74369321	1
2090	Catsper2	58.6908934376582	-0.0403885060087261	-1.02839072660666	0.150148151066638	-0.268991031336784	0.787936584354338	0.99984980203113	96	47	64	51	76	26	53	63	ENSMUSG00000033486	cation channel, sperm associated 2	2	121392631	121413792	-1
2091	Catsperd	22.7504507359106	0.00676147741941791	1.00469769876095	0.147609055327343	0.0458066573519044	0.963464352582998	NA	28	17	34	16	24	11	28	23	ENSMUSG00000040828	catsper channel auxiliary subunit delta	17	56628143	56664456	1
2092	Cav1	9070.63576831123	-0.0488267683347311	-1.03442336563406	0.14343268105973	-0.340415921768889	0.733543330077878	0.99984980203113	8359	15532	9120	6255	12579	14558	5354	5336	ENSMUSG00000007655	caveolin 1, caveolae protein	6	17306335	17341452	1
2093	Cav2	1006.74640854074	-0.0146617833402705	-1.01021459015371	0.146811032723899	-0.0998684027231405	0.920448801881661	0.99984980203113	790	1698	954	734	1162	1658	649	695	ENSMUSG00000000058	caveolin 2	6	17281185	17289115	1
2094	Cav3	26.8502027160367	-0.235316173395915	-1.17716469012404	0.131930315997071	-1.78363988305114	0.0744822005011265	NA	28	65	28	27	24	25	30	9	ENSMUSG00000062694	caveolin 3	6	112459501	112472871	1
2095	Cbfa2t2	1119.47390148957	-0.0933618331109533	-1.06685331793427	0.103509989603859	-0.901959641463169	0.367078307080056	0.99984980203113	1650	1063	1122	1101	1221	818	1192	1033	ENSMUSG00000038533	core-binding factor, runt domain, alpha subunit 2, translocated to, 2 (human)	2	154436481	154539356	1
2096	Cbfb	3527.77741154004	0.00607369550905617	1.00421883926919	0.0963230929965901	0.0630554451700506	0.949722353259567	0.99984980203113	4277	3248	3604	3631	3906	2572	3660	3412	ENSMUSG00000031885	core binding factor beta	8	105170674	105217989	1
2097	Cbl	918.125731587526	0.22765975732311	1.17093399762533	0.133299737693816	1.7078785094539	0.0876588875562629	0.99984980203113	1156	706	597	972	1204	924	810	1077	ENSMUSG00000034342	Casitas B-lineage lymphoma	9	44149262	44234046	-1
